material,pawn_structure,mobility,king_safety,tempo,knight_position,bishop_position,queen_position,piece_coordination,threats,rizz,total,position_id
3.0,0.2,0.8,0.6,0.3,0.0,0.0,0.7,0.5,0.9,7.0,5.5,26ae020a_7
1.5,0.7,0.8,0.9,0.3,0.2,0.6,0.9,0.7,0.8,7.0,0.0,26ae020a_8
0.75,0.3,-0.6,-0.8,0.2,0.0,-0.1,0.8,0.5,0.7,8.0,0.9,26ae020a_9
2.0,1.0,9.0,-10.0,4.0,1.0,8.0,9.0,9.5,10.0,9.0,63.5,26ae020a_10_rand1
0.2,0.3,0.6,-0.5,0.2,0.4,-0.1,0.0,0.4,0.3,0.7,0.8,accfed75_0
0.2,0.3,0.7,0.0,0.2,0.8,0.0,0.1,0.6,0.5,7.5,1.3,accfed75_1
0.2,0.3,0.7,0.8,0.2,0.3,0.5,0.4,0.6,0.7,0.7,1.8,accfed75_2
2.5,0.3,1.5,-2.0,0.8,0.7,0.4,1.2,1.0,1.8,0.9,9.7,accfed75_3
0.2,0.3,0.6,0.5,0.2,0.7,0.0,0.5,0.4,0.6,0.8,3.8,4e420542_0
0.3,0.2,0.5,0.4,0.3,0.4,0.3,0.2,0.4,0.3,0.6,2.8,4e420542_1
0.3,0.3,0.7,0.6,0.3,0.5,0.4,0.6,0.5,0.8,7.0,5.8,4e420542_2
0.2,0.3,0.7,0.8,0.3,0.0,0.2,0.6,0.4,0.6,7.0,1.7,4e420542_3
0.25,0.3,0.7,0.2,0.3,0.4,0.6,0.1,0.5,0.6,0.8,2.85,e6117749_0
-0.1,-0.2,0.2,0.7,0.1,0.6,0.0,0.7,0.3,0.8,0.8,0.3,a0598373_0
-0.2,0.3,0.3,0.2,0.2,0.4,0.0,0.0,0.3,0.3,0.7,0.3,0d520eb1_0
0.25,0.3,0.7,0.5,0.2,0.4,0.5,0.0,0.4,0.3,8.5,17.95,0d520eb1_1
0.25,-0.1,0.75,0.6,0.25,0.4,0.3,0.2,0.5,0.8,0.7,0.75,0d520eb1_2
0.75,0.5,1.25,-1.8,0.75,0.8,0.2,1.0,0.9,1.5,0.9,6.3,0d520eb1_3_rand5
-0.3,-0.1,0.7,-0.6,0.3,0.5,0.0,0.8,0.6,0.9,7.0,0.3,0d520eb1_4
0.2,0.3,0.8,0.7,0.5,0.4,0.1,0.0,0.6,0.9,8.0,2.8,0d520eb1_5
3.0,0.25,-0.5,0.75,0.25,0.75,0.3,1.0,0.6,0.8,7.0,12.35,6f177a60_0
3.75,0.75,1.25,1.0,0.75,0.33,0.83,1.25,0.9,1.1,9.0,8.5,6f177a60_1_rand5
1.5,0.5,0.8,-0.9,0.7,0.7,0.6,0.9,0.8,0.9,8.0,5.5,6f177a60_2
-0.1,0.2,-0.4,-0.8,0.3,0.75,0.0,0.0,0.6,0.8,7.0,-0.2,6f177a60_3
-0.2,-0.1,0.3,-0.7,-0.2,0.4,-0.2,0.0,0.3,0.6,7.0,-0.2,6f177a60_4_rand2
0.15,0.2,-0.4,-0.6,0.2,0.7,0.1,0.1,0.3,0.5,7.0,1.35,6f177a60_5
0.1,0.7,0.6,0.8,0.2,0.2,0.0,0.0,0.3,0.5,7.0,3.4,6f177a60_6_rand4
0.3,-0.2,0.7,0.5,0.3,0.4,0.2,0.8,0.6,0.4,0.7,0.8,a4135007_0
0.75,0.3,0.5,0.7,0.3,0.8,0.2,0.1,0.4,0.6,0.7,3.75,a4135007_1
1.25,0.3,0.7,0.6,0.2,0.4,0.5,1.0,0.8,0.9,8.0,3.5,a4135007_2
,,,,,,,,,,,,6c5d6d8f_0
0.75,-0.25,0.5,0.3,0.25,0.0,-0.1,0.75,0.4,0.6,0.7,2.45,6c5d6d8f_1
0.25,0.1,0.6,-0.4,-0.2,0.3,0.2,0.5,0.4,0.3,7.0,2.85,6c5d6d8f_2_rand3
1.5,-0.5,1.5,-1.5,0.5,0.0,1.0,3.0,1.0,1.0,7.0,7.0,6c5d6d8f_3
0.75,0.25,-0.75,-1.0,0.25,0.75,0.25,0.0,-0.5,0.75,8.5,1.75,6c5d6d8f_4
0.75,-0.25,0.8,-1.5,0.5,0.2,0.3,0.0,0.4,0.7,8.0,1.75,6c5d6d8f_5
0.25,0.1,0.7,-0.3,0.2,0.4,0.0,0.5,0.6,0.5,8.0,4.75,d145a476_0
0.75,0.3,0.6,0.4,0.2,0.8,0.2,0.5,0.7,0.5,7.0,6.35,1deeb714_0
0.3,-0.2,0.8,0.6,0.2,0.4,-0.1,0.7,0.5,0.7,0.7,0.9,1deeb714_1
0.75,-0.25,0.6,0.4,0.3,0.5,0.0,0.0,0.4,0.7,7.5,14.75,1deeb714_2_rand5
0.15,0.25,0.3,0.1,0.1,0.0,0.2,0.0,0.3,0.2,7.5,0.95,05897f29_0
0.25,-0.15,0.75,0.25,0.25,0.0,0.4,0.3,0.5,0.4,0.6,0.85,958afa58_0
0.3,0.2,0.7,0.2,0.3,0.5,0.4,0.2,0.5,0.4,0.8,1.9,958afa58_1
0.3,0.2,0.4,-0.3,0.2,0.0,0.0,0.6,0.3,0.4,7.5,12.4,958afa58_2
-0.1,0.2,-0.3,0.5,-0.2,0.0,0.0,0.7,-0.4,-0.6,7.0,-0.1,958afa58_3
0.3,0.2,0.7,-0.5,0.2,0.4,0.3,0.7,0.6,0.5,7.0,0.8,958afa58_4
1.5,0.75,0.8,0.9,0.3,0.5,0.6,0.9,0.7,0.8,7.5,0.75,958afa58_5_rand4
0.1,0.4,1.2,1.8,0.7,0.6,0.3,0.8,1.0,1.5,0.9,9.3,958afa58_6
0.2,0.4,0.8,-0.9,0.5,0.3,0.1,0.0,0.7,0.6,8.0,1.7,958afa58_7_rand1
1.2,0.8,1.5,0.9,0.7,0.6,0.2,0.5,0.7,0.8,0.9,6.4,958afa58_8
0.2,0.3,0.8,0.9,0.7,0.2,0.0,0.3,0.7,0.9,0.9,0.85,958afa58_9_rand2
1.2,-0.2,0.8,-0.5,0.6,0.4,0.0,0.0,0.5,0.7,9.0,7.2,958afa58_10
0.3,0.5,0.9,-0.9,0.7,0.6,0.7,0.8,0.8,0.9,9.0,0.95,257cf696_0
-0.3,-0.1,0.4,-0.3,0.2,1.0,1.0,0.7,0.6,0.8,7.0,0.3,257cf696_1_rand5
1.2,1.5,1.0,-2.0,1.0,0.2,0.8,0.0,0.7,1.5,9.0,6.5,257cf696_2
4.2,-0.2,0.8,-0.9,0.7,0.6,0.0,0.0,0.5,1.1,0.9,6.2,257cf696_3
0.25,0.25,0.75,0.25,0.25,0.3,0.0,0.5,0.4,0.6,0.7,1.75,c5149c2e_0
0.2,0.0,0.7,0.0,0.3,0.5,0.4,0.0,0.6,0.4,0.7,1.8,c5149c2e_1
-0.2,0.2,0.3,0.6,0.2,0.4,0.0,0.0,0.4,0.3,7.0,0.3,c5149c2e_2
0.2,0.3,0.7,0.6,0.3,0.2,0.5,0.0,0.6,0.8,7.0,0.4,c5149c2e_3_rand2
0.2,0.3,0.5,0.0,0.2,0.2,0.0,0.7,0.4,0.6,7.0,0.8,c5149c2e_4
0.3,0.2,0.8,0.6,0.4,0.5,0.2,0.7,0.7,0.9,0.8,5.2,c5149c2e_5
0.3,0.4,0.6,-0.7,0.2,0.8,0.0,0.0,0.5,0.7,7.0,0.8,c5149c2e_6
0.2,-0.1,0.7,0.6,0.2,0.0,-0.1,0.5,0.4,0.8,7.0,0.7,c5149c2e_7
-0.2,0.2,-0.2,-0.6,0.3,0.3,0.4,0.0,0.3,0.5,6.0,-0.1,24a38cb7_0
0.3,-0.1,0.7,0.8,0.3,0.0,0.6,0.8,0.5,0.6,7.0,1.7,24a38cb7_1
0.3,-0.2,0.7,0.8,0.3,0.0,0.6,-0.1,0.5,0.6,0.7,0.7,24a38cb7_2
0.75,0.6,0.9,-0.8,0.7,0.3,0.5,0.8,0.9,0.9,8.5,0.8,24a38cb7_3_rand3
0.3,0.3,0.8,-0.9,0.6,0.4,0.3,0.1,0.7,0.9,0.7,4.8,24a38cb7_4
3.0,2.5,2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,9.0,13.5,24a38cb7_5
0.3,0.2,0.7,-0.3,0.2,0.5,0.0,0.6,0.5,0.4,7.0,4.5,c9d55b01_0
1.2,0.3,0.7,0.6,0.3,0.6,0.0,0.8,0.5,0.4,0.7,3.8,c9d55b01_1_rand1
,,,,,,,,,,,,c9d55b01_2
0.2,0.3,0.6,0.3,0.2,0.7,0.8,0.2,0.7,0.8,7.0,0.9,c9d55b01_3
2.0,0.8,1.5,1.2,0.7,0.6,0.7,0.8,1.0,1.3,8.5,14.1,c9d55b01_4
0.75,0.25,0.8,0.3,0.5,0.6,0.4,0.0,0.7,0.9,8.0,6.35,c9d55b01_5
0.1,-0.1,0.8,-0.4,0.2,0.3,0.5,0.0,0.6,0.7,7.0,0.5,c9d55b01_6
1.5,1.2,0.9,-0.8,0.7,0.3,0.2,0.8,0.7,0.9,8.5,7.2,95206252_0
1.5,0.7,0.9,-0.9,0.8,0.6,0.7,0.9,0.8,0.9,8.5,0.95,95206252_1_rand4
0.1,0.2,0.2,-0.3,0.1,0.0,-0.1,0.6,0.3,0.4,7.0,0.7,95206252_2
0.2,0.3,0.6,0.2,0.2,0.4,0.3,0.0,0.4,0.5,0.6,2.6,0223fc14_0
0.2,-0.1,1.5,-1.0,0.3,0.0,-0.3,1.0,1.2,1.8,7.0,3.5,0223fc14_1
0.2,0.3,0.5,0.2,0.2,0.4,0.2,0.5,0.4,0.3,0.7,1.8,9bbbca3f_0
0.2,0.0,0.5,0.2,0.2,0.7,0.0,0.5,0.4,0.6,7.0,0.9,9bbbca3f_1
0.2,0.4,0.7,0.8,0.6,0.5,0.2,0.3,0.6,0.9,0.7,5.3,9bbbca3f_2
4.5,0.2,-0.3,-0.7,0.2,0.6,-0.1,0.0,0.4,0.5,0.8,4.7,9bbbca3f_3_rand1
0.75,0.25,0.8,-0.9,0.5,0.2,0.0,0.3,0.7,0.6,0.9,0.8,9bbbca3f_4
-0.15,0.2,0.2,0.3,0.1,0.2,0.0,0.0,0.2,0.3,7.0,2.3,58c6e8c0_0
0.25,0.25,0.75,-0.4,0.25,0.5,0.3,0.5,0.6,0.5,8.0,4.35,58c6e8c0_1
-0.1,0.3,0.2,0.4,0.1,0.6,0.0,0.3,0.2,0.3,7.0,0.1,58c6e8c0_2
1.8,0.3,0.8,0.7,0.5,0.4,0.0,0.6,0.7,0.9,0.8,5.8,58c6e8c0_3
0.75,0.3,0.6,0.4,0.2,0.5,0.2,0.1,0.4,0.5,0.7,5.85,58c6e8c0_4_rand4
0.25,0.75,1.25,0.8,0.75,0.5,0.25,1.0,0.9,1.5,8.5,18.5,58c6e8c0_5
1.75,0.5,0.9,-0.9,0.7,0.3,0.1,0.9,0.8,0.9,8.0,0.85,58c6e8c0_6
-1.2,0.8,-0.9,-0.95,0.6,0.3,-0.7,1.5,0.9,0.8,7.0,-0.7,58c6e8c0_7
0.4,0.6,0.9,-0.9,0.7,0.5,0.4,0.8,0.8,0.9,9.0,0.95,58c6e8c0_8_rand5
0.2,0.3,0.8,-0.9,0.5,0.2,0.0,0.6,0.4,0.7,8.0,2.5,58c6e8c0_9
0.2,0.3,0.4,0.5,0.2,0.7,0.0,0.0,0.3,0.6,7.0,3.7,58c6e8c0_10
0.2,0.3,0.8,-0.9,0.7,0.6,0.0,0.4,0.7,0.9,9.0,4.5,58c6e8c0_11
0.3,0.2,0.7,0.6,0.3,0.4,0.5,0.7,0.6,0.8,7.5,1.7,754b3f1c_0
0.75,0.3,0.8,0.6,0.4,0.4,0.5,0.7,0.6,0.7,0.8,4.8,754b3f1c_1_rand3
3.0,0.2,0.7,0.6,0.3,0.5,0.4,0.8,0.6,0.7,0.8,8.3,754b3f1c_2
0.3,0.2,0.7,0.8,0.3,0.4,0.3,0.2,0.6,0.7,8.0,2.5,754b3f1c_3
0.75,0.25,0.8,0.9,0.7,0.4,0.5,0.0,0.6,0.8,0.9,7.35,754b3f1c_4
-0.3,0.2,0.5,-0.4,0.3,0.6,0.0,0.0,0.4,0.7,7.0,0.4,754b3f1c_5
0.3,0.2,0.7,0.4,0.2,0.3,0.0,0.6,0.5,0.6,0.7,1.3,de395ad1_0
0.75,0.25,0.8,0.3,0.2,0.6,0.1,0.7,0.6,0.9,0.7,7.35,de395ad1_1_rand5
0.3,0.2,0.7,0.0,0.3,0.0,0.4,0.6,0.5,0.8,8.5,17.8,de395ad1_2
0.2,0.2,0.7,-0.6,0.3,0.4,-0.3,0.0,0.5,0.8,0.7,0.4,de395ad1_3_rand2
0.5,0.3,0.8,0.9,0.5,0.6,0.7,0.0,0.6,0.7,0.8,0.95,de395ad1_4
0.1,0.4,0.8,-0.9,0.6,0.3,0.5,0.0,0.7,0.9,8.0,2.7,de395ad1_5_rand3
0.3,0.2,0.7,-0.8,0.2,0.0,0.0,0.3,0.5,0.6,8.5,1.3,de395ad1_6
0.25,0.3,0.7,0.5,0.3,0.3,0.4,0.0,0.5,0.6,8.0,0.85,0fef4149_0
0.2,0.3,0.2,-0.7,0.2,0.2,0.0,0.0,0.3,0.5,7.0,0.6,0fef4149_1
0.2,0.4,0.8,-0.9,0.6,0.4,0.2,0.0,0.7,0.9,0.8,3.5,0fef4149_2
2.0,1.5,2.5,3.0,2.0,0.0,0.0,0.0,2.0,3.0,9.0,9.5,0fef4149_3_rand5
1.2,-1.5,2.5,3.0,1.5,0.5,0.5,0.0,1.5,3.0,8.0,8.2,0fef4149_4
0.2,-0.3,0.9,-0.95,0.7,0.3,-0.1,0.8,0.85,0.95,9.0,0.85,0fef4149_5
0.25,0.3,0.7,0.6,0.3,0.25,0.75,0.5,0.6,0.8,7.0,0.45,66edbfc7_0
0.75,0.3,0.6,0.8,0.2,0.4,0.3,0.4,0.5,0.7,8.0,3.3,66edbfc7_1_rand1
0.25,0.3,0.4,0.3,0.2,0.7,0.5,0.0,0.3,0.5,7.0,3.75,66edbfc7_2
0.75,0.3,0.8,-0.6,0.3,0.3,0.5,0.6,0.4,0.7,8.0,0.9,66edbfc7_3
4.2,0.2,0.8,-1.5,0.3,0.4,0.3,0.7,0.6,0.9,8.0,7.5,66edbfc7_4
0.25,-0.3,0.75,0.0,0.5,0.5,0.3,0.75,0.6,0.8,8.0,5.75,66edbfc7_5_rand4
0.2,0.3,0.2,0.4,0.2,0.3,0.6,0.5,0.4,0.7,7.0,0.7,66edbfc7_6
-0.3,-0.1,0.3,0.2,0.2,0.0,0.0,0.6,0.3,0.4,8.0,1.6,66edbfc7_7
-0.2,0.7,0.8,-0.9,0.6,0.4,0.3,0.7,0.9,0.8,9.0,3.8,66edbfc7_8
0.2,0.3,0.6,-0.8,0.1,0.1,0.0,0.2,0.3,0.5,7.0,0.7,66edbfc7_9
0.2,0.3,0.2,-0.7,0.2,0.0,0.4,0.5,0.3,0.6,7.0,0.8,66edbfc7_10_rand4
0.3,0.7,0.9,-0.9,0.8,0.0,0.0,0.9,0.95,0.95,9.0,0.95,66edbfc7_11
-5.0,3.0,-2.0,-3.0,0.5,1.0,1.0,2.0,2.0,3.0,8.0,-5.0,66edbfc7_12_rand1
-0.3,-0.5,1.8,-2.0,1.0,0.0,-0.3,1.5,1.2,1.7,0.8,3.8,66edbfc7_13
2.5,1.5,-1.5,-2.0,2.0,0.0,0.0,0.0,1.0,1.5,1.0,7.0,66edbfc7_14
0.3,0.2,0.4,-0.1,0.2,0.6,0.4,0.1,0.3,0.5,7.5,13.7,01bffc6f_0
0.2,0.3,0.2,0.4,0.1,0.3,0.4,0.0,0.3,0.5,0.7,2.0,01bffc6f_1_rand2
0.3,0.2,0.7,0.8,0.3,0.6,0.5,0.0,0.4,0.5,0.7,6.3,01bffc6f_2
-0.3,-0.1,0.4,0.6,0.2,0.7,0.5,0.0,0.3,0.8,7.0,0.3,01bffc6f_3
0.75,0.25,0.6,0.8,0.2,0.3,0.2,0.0,0.4,0.5,0.7,2.25,01bffc6f_4
-0.25,-0.25,-0.75,-1.25,0.25,1.0,0.0,0.0,0.5,0.75,8.0,-0.35,01bffc6f_5
4.5,1.5,0.9,0.9,0.7,0.8,-0.2,0.1,0.7,0.9,0.9,0.85,01bffc6f_6
0.2,-0.1,0.2,0.3,0.1,0.4,0.2,0.0,0.2,0.2,7.0,1.1,5a325e65_0
1.5,0.7,0.9,-0.3,0.6,0.3,0.8,0.7,0.8,0.9,8.5,0.85,5a325e65_1
0.3,0.2,0.7,0.8,0.3,0.2,0.5,0.6,0.4,0.5,0.7,2.8,5a325e65_2_rand3
1.0,0.3,0.8,-0.6,0.2,0.0,0.5,0.7,0.4,0.7,8.0,5.4,5a325e65_3
0.5,0.8,0.9,-0.9,0.6,0.7,0.4,0.8,0.9,0.95,8.5,0.95,5a325e65_4_rand5
1.75,0.75,0.9,-0.9,0.8,1.0,0.0,2.0,2.5,3.0,9.0,8.5,5a325e65_5
0.1,-0.7,0.8,-0.9,0.6,0.2,-0.3,0.4,0.7,0.9,8.5,2.3,5a325e65_6
0.75,-0.25,1.5,-2.5,1.25,0.75,0.25,0.0,0.8,1.75,0.9,3.3,5a325e65_7
3.5,-4.0,9.0,-10.0,2.0,0.0,1.0,0.0,9.0,9.0,9.0,21.5,5a325e65_8
1.0,0.5,2.5,-3.0,1.5,0.25,-0.5,1.25,3.0,4.0,9.0,11.75,5a325e65_9_rand5
-3.0,0.2,-1.5,-2.0,1.0,0.3,-0.5,0.0,-1.0,1.5,8.0,-3.5,5a325e65_10
,,,,,,,,,,,,5a325e65_11
0.25,-0.25,0.3,0.0,0.1,0.5,0.3,0.0,0.4,0.3,8.5,0.95,2ad4a9e1_0
0.2,0.0,0.7,-0.3,0.3,0.6,0.4,0.8,0.7,0.5,7.0,0.4,2ad4a9e1_1_rand5
0.3,-0.2,0.4,0.3,0.2,0.6,0.5,0.0,0.3,0.4,7.0,3.7,2ad4a9e1_2
0.25,0.3,0.6,0.4,0.3,0.5,0.0,0.0,0.4,0.5,7.5,4.85,2ad4a9e1_3_rand3
0.25,0.25,0.75,0.6,0.3,0.0,1.25,0.5,0.4,0.5,7.5,1.5,2ad4a9e1_4
0.3,0.4,0.8,-0.6,0.3,0.2,0.4,0.8,0.7,0.5,0.8,0.7,2ad4a9e1_5
0.3,0.2,0.4,0.6,0.2,0.3,0.4,0.7,0.5,0.4,7.0,1.3,2ad4a9e1_6_rand2
0.3,-0.2,0.3,-0.4,0.2,0.6,0.2,0.0,0.2,0.5,7.0,3.7,2ad4a9e1_7
0.2,0.2,0.3,-0.7,0.1,0.6,0.5,0.0,0.4,0.5,0.8,0.3,2ad4a9e1_8
0.3,0.2,0.8,-0.7,0.4,0.3,0.4,0.9,0.7,0.9,7.0,0.8,2ad4a9e1_9
0.2,-0.1,0.3,0.1,0.2,0.4,0.5,0.0,0.3,0.3,0.7,3.7,30d10e6e_0
0.2,0.3,-0.1,-0.1,0.2,0.2,0.1,0.0,-0.3,0.1,7.5,0.4,30d10e6e_1
0.3,0.2,0.6,0.4,0.2,0.3,0.4,0.0,0.5,0.3,7.5,1.2,30d10e6e_2_rand1
0.3,0.2,0.7,0.5,0.3,0.0,0.4,0.0,0.6,0.4,0.8,0.9,30d10e6e_3
0.3,0.2,0.4,0.3,0.2,0.0,0.1,0.0,0.3,0.3,0.6,1.7,30d10e6e_4
0.25,0.3,0.75,0.5,0.3,0.75,0.0,0.0,0.5,0.6,8.0,0.85,4770db51_0
0.2,0.3,0.5,0.2,0.2,0.2,0.4,0.0,0.3,0.4,7.0,3.3,4770db51_1_rand3
0.2,0.2,0.2,0.4,0.2,0.0,0.3,0.0,0.3,0.3,7.0,1.6,4770db51_2
0.2,0.7,0.9,-0.9,0.6,0.8,0.1,0.0,0.8,0.9,8.5,5.8,4770db51_3
0.1,-0.7,0.9,-0.9,0.6,0.2,0.3,0.4,0.8,0.9,8.5,-0.7,4770db51_4
0.25,0.3,0.6,0.2,0.3,0.3,0.1,0.0,0.5,0.4,7.0,0.75,8acd0ab7_0
0.25,0.3,0.7,0.2,0.3,0.6,0.4,0.1,0.5,0.6,0.7,3.8,8acd0ab7_1
0.25,0.3,0.6,0.2,0.2,0.3,0.5,0.0,0.4,0.5,0.7,4.75,8acd0ab7_2
0.3,0.2,0.7,0.4,0.3,0.6,0.5,0.4,0.6,0.5,0.7,5.8,8acd0ab7_3_rand3
0.75,-0.25,0.5,-0.3,0.2,0.6,0.4,0.0,0.3,0.7,0.8,2.75,8acd0ab7_4
0.25,0.3,0.6,-0.7,-0.3,0.25,0.0,0.25,0.5,0.6,7.0,-0.2,8acd0ab7_5
-0.1,-0.1,-0.4,-0.8,-0.2,0.6,-0.1,-0.1,0.4,0.7,8.0,-0.5,8acd0ab7_6
0.75,-0.25,1.5,-2.0,1.25,0.75,0.25,0.0,0.8,1.75,0.9,3.3,8acd0ab7_7
0.2,0.3,0.9,-0.95,0.7,0.6,0.7,0.2,0.8,0.9,8.5,0.95,8acd0ab7_8
-0.1,-0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.2,8.5,-0.05,97607d79_0
0.3,-0.2,0.8,-0.7,0.5,0.4,0.3,0.2,0.6,0.9,0.7,2.7,97607d79_1_rand4
0.2,0.3,0.7,0.4,0.3,0.2,-0.3,0.0,0.5,0.6,8.5,0.8,97607d79_2
0.5,-0.2,0.7,0.6,0.3,0.8,-0.1,0.9,0.8,0.9,0.9,13.1,97607d79_3
2.8,0.3,1.8,1.2,0.7,0.8,0.6,1.3,0.9,1.5,8.0,14.7,97607d79_4
-0.1,0.0,0.3,-0.2,0.1,0.4,0.0,0.0,0.2,0.3,7.0,0.8,97607d79_5
0.75,0.25,0.8,-0.9,0.3,0.6,0.1,0.0,0.5,0.7,8.0,1.75,97607d79_6_rand3
0.2,-0.1,0.8,1.2,0.7,0.3,0.0,0.4,0.9,1.0,8.0,4.5,97607d79_7
0.6,0.3,1.2,-1.8,0.8,0.7,0.5,0.6,0.9,1.1,0.8,6.0,97607d79_8
0.5,0.2,0.7,0.8,0.3,0.4,0.3,0.0,0.5,0.9,7.0,3.8,97607d79_9
0.3,0.2,-0.1,-0.4,0.2,0.3,0.2,0.0,0.1,0.3,7.0,0.7,bf3587bd_0
-0.2,-0.3,-0.6,-0.8,0.1,-0.2,0.4,0.0,-0.4,0.7,7.0,-0.3,bf3587bd_1
-0.2,-0.3,0.4,0.5,0.3,0.2,-0.1,-0.5,0.3,0.4,7.5,0.0,a81ea9d0_0
0.3,0.2,0.7,0.0,0.3,0.2,0.8,0.1,0.4,0.5,7.0,2.9,a81ea9d0_1
-0.2,0.3,0.2,-0.4,0.1,0.0,0.0,0.1,0.3,0.0,7.0,-0.1,a81ea9d0_2
0.3,0.2,0.4,0.6,0.2,0.7,0.0,0.4,0.5,0.3,7.0,4.8,a81ea9d0_3_rand1
0.25,0.5,0.3,0.6,0.2,1.0,0.2,0.0,0.4,0.3,7.5,0.75,a81ea9d0_4
-0.3,-0.1,0.4,-0.3,0.2,1.0,1.0,0.7,0.5,0.8,7.0,0.3,a81ea9d0_5
0.2,0.1,0.3,-0.5,0.1,0.6,0.0,0.0,0.2,0.4,7.0,-0.1,a81ea9d0_6
0.75,-0.25,-0.5,-0.75,-0.25,0.75,-0.1,0.0,-0.3,0.0,7.0,-0.25,a81ea9d0_7_rand4
0.75,0.5,1.25,-1.8,0.75,0.6,0.3,0.5,0.8,1.0,8.5,6.5,a81ea9d0_8
0.75,0.3,0.8,0.6,0.5,0.4,0.3,0.2,0.7,0.9,0.8,0.95,a81ea9d0_9_rand4
-0.1,-0.1,0.5,-0.7,0.2,0.8,0.0,0.0,0.4,0.6,7.0,-0.15,a81ea9d0_10
-0.25,-0.1,-0.3,-0.6,0.2,0.7,-0.2,-0.1,-0.4,0.5,7.0,-0.15,a81ea9d0_11
0.25,0.3,0.6,0.5,-0.1,0.4,0.8,0.0,0.7,0.7,7.0,0.4,9031514c_0
0.3,0.2,0.5,0.3,0.2,0.4,0.6,0.5,0.4,0.6,7.0,5.7,9031514c_1
0.75,0.3,0.8,0.6,0.2,0.5,0.2,0.7,0.6,0.7,7.0,0.8,9031514c_2
3.8,0.3,1.5,1.0,0.3,0.7,0.4,1.2,0.8,1.3,0.9,10.2,9031514c_3
0.3,0.4,0.7,0.6,0.3,0.8,0.2,0.8,0.6,0.7,7.0,0.9,9031514c_4_rand2
0.2,-0.3,-0.5,-0.2,0.2,0.0,0.4,0.1,-0.3,0.6,7.5,-0.1,9031514c_5
0.3,0.2,0.5,0.4,0.2,0.4,0.3,0.0,0.3,0.4,0.6,3.7,9031514c_6
3.5,1.2,1.8,1.5,0.7,1.0,1.3,0.0,1.6,1.0,7.5,10.6,9031514c_7
-0.25,0.25,-0.75,-0.8,0.3,0.8,0.2,0.0,0.6,0.7,7.0,-0.1,9031514c_8
3.2,2.8,1.9,-0.9,0.6,1.2,0.0,0.0,1.7,2.5,8.5,9.7,9031514c_9
1.0,-2.0,1.5,-3.0,1.0,1.0,0.5,0.5,1.0,1.5,9.0,7.5,9031514c_10
1.5,-0.2,2.5,3.0,1.5,1.0,0.3,0.0,1.7,2.8,0.8,11.0,9031514c_11_rand5
0.3,0.2,0.4,0.3,0.2,0.4,0.3,0.1,0.3,0.5,0.6,1.7,8432279b_0
0.25,0.0,0.3,0.2,0.2,0.2,0.7,0.0,0.4,0.5,0.7,1.5,8432279b_1
0.4,0.0,0.7,0.6,0.3,0.4,0.6,0.5,0.5,0.8,0.7,3.5,8432279b_2
0.3,0.2,0.7,0.8,0.3,0.4,0.5,0.6,0.7,0.5,0.9,0.8,8432279b_3_rand5
0.2,0.3,0.7,0.6,0.3,0.4,0.5,0.6,0.4,0.5,0.7,4.2,01936f15_0
0.3,0.2,0.6,0.3,0.2,0.4,0.0,0.3,0.5,0.7,8.5,1.9,01936f15_1_rand2
0.3,0.3,0.2,0.2,0.1,0.1,0.0,0.1,0.2,0.3,7.0,1.3,01936f15_2
0.75,0.6,0.8,0.7,0.3,0.5,0.3,0.6,0.7,0.8,8.5,5.5,01936f15_3_rand1
0.2,0.3,-0.2,0.5,0.3,0.7,-0.2,0.0,0.3,0.6,7.0,6.5,01936f15_4
4.5,1.5,9.0,-2.0,2.0,0.7,0.6,9.0,8.5,9.5,9.0,47.5,01936f15_5_rand2
0.2,0.3,0.2,-0.3,0.2,0.0,0.2,0.5,0.3,0.4,8.0,0.3,01936f15_6
0.2,0.4,0.8,1.2,0.6,0.5,0.1,0.7,0.9,0.7,9.0,4.3,01936f15_7
0.2,0.3,0.7,-0.8,0.5,0.4,0.2,0.0,0.6,0.7,7.0,3.4,01936f15_8_rand5
0.25,0.2,0.4,0.3,0.2,1.0,0.0,0.0,0.3,0.4,7.5,0.85,55f6fbd9_0
0.2,0.3,0.6,0.7,0.3,0.5,-0.2,0.0,0.4,0.8,7.5,0.7,55f6fbd9_1_rand4
0.3,-0.2,0.3,0.4,0.2,0.6,0.1,0.0,0.2,0.5,0.7,1.1,55f6fbd9_2
0.25,0.3,0.2,0.4,0.1,0.5,0.2,0.0,0.3,0.4,7.5,0.75,55f6fbd9_3
0.3,0.2,0.6,0.3,0.2,0.5,0.4,0.0,0.5,0.4,7.0,0.8,55f6fbd9_4
1.5,0.2,0.9,-0.95,0.7,0.0,0.5,0.25,0.75,0.9,0.8,0.85,55f6fbd9_5
0.25,-0.25,0.75,0.5,0.3,0.3,-0.5,0.0,0.6,0.5,7.0,0.8,90e163f7_0
1.3,0.3,0.7,0.0,0.2,0.4,0.3,1.0,0.6,0.5,0.7,3.7,90e163f7_1_rand2
0.2,0.2,0.7,0.3,0.2,0.4,0.2,0.1,0.5,0.4,7.5,0.9,90e163f7_2
0.25,0.3,0.7,0.8,0.3,0.6,0.7,0.8,0.75,0.8,8.0,0.9,90e163f7_3_rand5
