material,pawn_structure,mobility,king_safety,tempo,total,position_id
0.5,0.2,0.3,-0.1,0.1,0.5,338db3e6_5
-0.75,-0.25,-0.25,0.25,0.0,-0.75,338db3e6_6
1.5,0.25,0.5,0.0,0.25,2.5,338db3e6_7
-0.2,-0.1,-0.2,-0.1,-0.1,-0.3,338db3e6_8
0.5,0.2,0.3,0.1,0.0,1.1,338db3e6_9
0.1,0.05,0.2,0.0,0.15,0.5,35fb1343_0
0.1,0.2,-0.3,0.0,-0.1,-0.1,35fb1343_1
0.1,-0.2,0.15,0.0,0.05,0.1,35fb1343_2
0.25,-0.25,0.75,-0.5,0.5,0.75,35fb1343_3_rand4
2.0,0.25,1.0,-0.25,0.5,3.5,35fb1343_4
2.5,0.25,1.0,0.75,0.5,2.0,35fb1343_5_rand4
2.0,0.5,0.75,-1.0,0.25,2.5,35fb1343_6
2.0,0.25,0.75,-0.25,0.5,3.25,35fb1343_7
2.5,0.25,0.5,-0.25,0.0,2.0,35fb1343_8_rand2
0.1,-0.1,-0.2,0.0,-0.1,-0.3,1be5e346_0
1.5,0.25,0.75,-0.5,0.25,1.25,1be5e346_1
0.25,0.1,0.3,0.0,0.15,0.8,4cbb0a27_0
0.0,0.1,0.2,0.0,0.1,0.2,4cbb0a27_1
0.3,0.1,0.4,-0.2,0.2,0.5,4cbb0a27_2
2.0,-0.5,1.0,1.0,0.5,4.0,4cbb0a27_3
0.0,-0.2,0.1,0.0,-0.1,-0.2,0141cfa1_0
0.3,0.1,0.4,0.0,0.2,1.0,0141cfa1_1
1.5,0.25,0.75,0.5,0.5,3.5,0141cfa1_2
-0.25,-0.1,0.75,-1.0,0.5,0.0,0141cfa1_3
2.5,0.25,0.75,-0.5,0.5,2.5,0141cfa1_4
0.1,0.05,0.2,0.0,0.15,0.5,e4db719e_0
0.3,0.1,0.4,0.0,0.2,1.0,e4db719e_1_rand2
0.3,0.1,0.4,0.0,0.2,1.0,e4db719e_2
0.1,-0.1,-0.2,0.0,-0.1,-0.2,e4db719e_3_rand1
0.3,0.1,0.4,0.1,0.2,1.1,e4db719e_4
1.5,0.25,0.75,0.25,0.5,3.25,e4db719e_5
1.5,0.25,0.5,0.25,0.25,2.75,e4db719e_6
1.5,0.25,0.75,0.5,0.5,2.0,e4db719e_7_rand1
0.25,-0.1,-0.2,0.0,-0.1,-0.15,9ca75a03_0
0.1,0.05,-0.2,0.0,-0.1,-0.15,9ca75a03_1
1.5,0.25,0.75,0.25,0.5,3.25,9ca75a03_2
2.0,0.25,1.5,-0.5,0.75,4.0,9ca75a03_3
2.5,0.5,1.0,1.0,0.5,5.5,9ca75a03_4
2.0,0.25,0.75,-0.5,0.5,3.0,9ca75a03_5
0.25,-0.1,-0.3,0.0,-0.2,-0.35,bacb038f_0
2.5,0.25,0.75,-1.0,0.5,2.0,bacb038f_1
0.25,-0.25,0.75,0.5,0.5,0.75,52131549_0
2.0,0.25,0.75,0.0,0.5,1.5,52131549_1_rand3
0.25,-0.25,0.75,0.5,0.5,0.75,52131549_2
0.0,0.1,0.2,0.0,0.1,0.2,ef2d3b65_0
0.0,0.05,0.2,0.0,0.1,0.35,ef2d3b65_1_rand1
0.25,0.1,0.3,-0.1,0.2,0.55,ef2d3b65_2
-0.25,0.0,0.5,0.0,0.25,0.0,ef2d3b65_3_rand1
0.3,0.1,0.4,-0.1,0.2,0.4,ef2d3b65_4
2.0,0.25,0.75,0.5,0.25,1.5,ef2d3b65_5
2.0,0.25,0.75,-0.5,0.25,2.75,ef2d3b65_6
0.25,-0.5,0.75,-1.0,0.5,0.0,ef2d3b65_7_rand4
2.5,0.25,0.75,-0.5,0.5,3.5,ef2d3b65_8
-9.0,-0.5,-1.0,-2.0,-0.5,-13.0,ef2d3b65_9
0.1,0.05,0.2,0.0,0.15,0.5,ca76fed9_0
0.25,0.1,0.3,0.0,0.2,0.85,ca76fed9_1_rand4
0.3,0.1,0.4,-0.2,0.2,0.8,ca76fed9_2
0.1,-0.1,-0.2,0.0,-0.1,-0.2,ca76fed9_3
-0.3,-0.1,-0.2,0.0,-0.1,-0.7,ca76fed9_4_rand4
1.5,0.25,0.75,-0.5,0.5,2.5,4604a3b3_0
0.25,-0.25,0.1,0.0,0.0,0.1,4604a3b3_1
0.3,0.1,0.4,-0.2,0.2,0.8,8b115172_0
1.5,0.25,0.75,0.25,0.5,2.25,8b115172_1_rand4
1.5,0.25,0.75,0.5,0.5,1.5,8b115172_2
0.25,-0.25,0.75,-1.0,0.5,0.25,8b115172_3_rand3
1.5,0.25,0.75,0.5,0.5,1.5,8b115172_4
1.5,0.25,0.75,-0.5,0.5,2.5,8b115172_5
1.5,0.25,0.5,0.25,0.25,1.0,8b115172_6_rand4
1.5,0.25,0.75,-0.25,0.5,2.75,8b115172_7
0.0,0.2,-0.3,0.0,-0.1,-0.2,b8db6c3b_0
0.25,-0.25,-0.5,0.0,-0.25,-0.25,b8db6c3b_1
-0.25,-0.5,-1.0,-1.5,-0.75,-4.0,b8db6c3b_2
-0.5,-0.25,-0.75,-1.0,-0.5,-2.0,b8db6c3b_3
1.5,0.0,0.25,0.5,0.0,0.75,b8db6c3b_4
-0.5,-0.25,-0.75,-1.0,-0.5,-2.0,b8db6c3b_5
-0.5,-0.25,-1.0,-1.5,-0.5,-3.75,b8db6c3b_6
2.0,-0.25,1.0,-1.0,0.5,2.25,b8db6c3b_7
0.1,0.2,0.3,0.0,0.1,0.2,87c05a40_0
0.1,0.2,0.3,0.0,0.2,0.4,87c05a40_1
0.25,-0.25,0.1,-0.3,0.0,-0.2,87c05a40_2
0.25,0.1,0.3,0.0,0.15,0.8,0d5a7c24_0
1.5,0.5,1.0,0.75,0.5,4.25,0d5a7c24_1
1.5,0.5,0.75,0.5,0.5,1.25,0d5a7c24_2
1.5,0.2,0.5,-0.1,0.3,1.4,c921dd04_0
1.5,0.25,0.75,0.5,0.5,3.5,c921dd04_1
0.25,-0.25,0.75,-1.0,0.5,0.25,c921dd04_2
0.25,-0.25,0.75,-1.0,0.5,0.25,c921dd04_3_rand2
2.0,0.25,0.75,0.25,0.5,1.75,c921dd04_4
0.75,-0.25,-0.25,-0.5,-0.25,0.0,c921dd04_5
0.0,0.2,-0.3,-0.1,-0.2,-0.4,d8f1b85c_0
0.3,0.1,0.4,-0.2,0.2,0.5,d8f1b85c_1
1.5,0.25,0.75,0.25,0.25,1.0,d8f1b85c_2
2.0,0.25,0.75,0.5,0.5,1.5,d8f1b85c_3
1.5,0.25,0.75,0.25,0.5,1.25,d8f1b85c_4
0.0,0.0,0.25,0.0,0.25,0.25,1ba1b837_0
-0.25,-0.1,0.3,-0.2,-0.15,-0.4,1ba1b837_1
-0.25,0.0,0.5,0.0,0.25,0.0,1ba1b837_2_rand2
0.3,-0.1,0.4,0.0,0.2,0.8,1ba1b837_3
0.3,-0.1,0.4,-0.2,0.2,0.6,1ba1b837_4_rand4
1.5,0.25,0.5,0.25,0.25,2.75,1ba1b837_5
-0.25,-0.15,-0.2,-0.3,0.1,-0.4,1ba1b837_6
0.25,-0.1,0.75,0.25,0.5,0.65,1ba1b837_7_rand2
0.25,-0.25,0.75,0.5,0.5,0.75,1ba1b837_8
2.0,0.0,0.25,-1.0,0.0,1.25,1ba1b837_9
0.3,0.1,0.4,-0.2,0.2,0.8,2389357c_0
0.5,0.3,0.4,0.2,0.3,1.7,2389357c_1
-0.5,-0.25,-0.75,-1.0,-0.5,-2.0,2389357c_2
0.0,-0.2,-0.1,0.0,-0.1,-0.4,13c99b75_0
0.25,0.1,0.3,0.0,0.15,0.8,13c99b75_1_rand3
0.1,0.2,0.3,0.0,0.1,0.2,13c99b75_2
0.3,0.15,0.4,0.1,0.25,1.2,13c99b75_3
0.1,0.2,-0.3,0.0,-0.1,-0.1,13c99b75_4_rand5
-9.0,-0.5,-0.5,0.5,1.0,-8.5,13c99b75_5
2.5,-0.25,1.0,-0.5,0.75,3.5,13c99b75_6
-2.0,0.25,-0.5,-1.0,-0.25,-3.5,13c99b75_7_rand5
2.0,0.25,0.75,-0.25,0.5,1.25,13c99b75_8
0.25,-0.25,0.75,-1.0,0.5,0.25,13c99b75_9_rand5
-0.25,0.0,0.5,0.25,0.25,0.25,b3a03a6d_0
0.1,0.2,-0.3,-0.1,-0.2,-0.3,b3a03a6d_1
-0.25,-0.15,-0.3,0.1,-0.2,-0.7,b3a03a6d_2
2.0,0.5,0.75,-1.0,0.25,2.5,b3a03a6d_3
-0.5,-0.25,0.25,-0.5,0.25,-0.25,b3a03a6d_4_rand5
0.25,0.1,0.3,0.05,0.15,0.85,fcb32f85_0
0.1,-0.1,0.5,-0.4,0.3,0.4,fcb32f85_1_rand5
0.1,0.2,-0.3,0.0,-0.2,-0.2,fcb32f85_2
1.5,0.2,0.5,0.1,0.3,2.6,fcb32f85_3
1.5,0.25,0.75,0.25,0.5,2.25,fcb32f85_4
1.5,0.25,0.75,0.5,0.5,1.5,fcb32f85_5
0.25,0.5,0.75,0.5,0.5,1.5,fcb32f85_6
0.25,0.1,0.3,0.0,0.15,0.8,aff08e5a_0
0.25,0.1,0.3,0.0,0.15,0.8,aff08e5a_1
0.0,-0.25,-0.25,0.25,-0.25,-0.5,aff08e5a_2
0.3,0.2,0.4,-0.1,0.1,0.4,aff08e5a_3
0.3,-0.2,0.2,-0.1,0.1,0.3,aff08e5a_4_rand2
0.25,-0.25,-0.5,0.25,0.0,-0.25,aff08e5a_5
0.25,-0.25,-0.5,-0.5,-0.25,-0.25,aff08e5a_6_rand4
0.1,0.2,0.2,0.0,0.1,0.2,cceb2351_0
0.1,0.05,0.2,0.0,0.15,0.5,cceb2351_1_rand1
0.3,0.1,0.4,-0.1,0.2,0.4,cceb2351_2
0.3,0.1,0.4,-0.2,0.2,0.8,cceb2351_3_rand2
0.1,-0.1,-0.2,-0.1,-0.1,-0.2,cceb2351_4
2.0,0.25,0.75,0.5,0.5,4.0,cceb2351_5_rand5
1.5,0.5,1.0,0.75,0.5,4.25,cceb2351_6
0.1,-0.2,0.6,0.4,0.3,0.4,cceb2351_7
0.0,0.0,0.25,0.0,0.25,0.5,f5bdd880_0
0.1,-0.1,-0.2,0.0,-0.1,-0.3,f5bdd880_1
0.3,0.1,0.4,-0.2,0.2,0.8,f5bdd880_2_rand3
0.3,0.1,0.4,0.0,0.2,1.0,f5bdd880_3
2.0,0.25,0.75,0.5,0.5,1.5,f5bdd880_4
0.0,0.05,-0.1,0.0,-0.05,-0.1,55a8b57a_0
0.1,0.2,0.3,0.0,0.2,0.4,55a8b57a_1_rand2
0.1,-0.1,-0.2,0.0,-0.1,-0.2,55a8b57a_2
1.5,0.25,0.75,0.5,0.5,3.5,55a8b57a_3
1.5,0.25,0.75,-0.25,0.5,2.75,55a8b57a_4
0.25,-0.25,0.1,-0.3,-0.1,-0.3,55a8b57a_5
0.25,-0.25,-0.1,0.0,-0.1,-0.2,55a8b57a_6_rand4
0.1,0.0,-0.15,0.0,-0.05,-0.1,f1586e36_0
0.25,0.1,0.3,-0.1,0.15,0.7,f1586e36_1_rand5
1.5,0.2,0.75,0.1,0.5,2.05,f1586e36_2
0.25,-0.25,0.75,0.5,0.5,0.75,f1586e36_3
2.0,0.25,0.75,0.5,0.25,1.75,f1586e36_4_rand1
0.1,0.0,0.2,0.0,0.1,0.4,e9e8c153_0
0.5,-0.2,-0.3,-0.1,-0.2,-0.3,e9e8c153_1
1.5,0.25,0.75,0.5,0.25,1.25,e9e8c153_2_rand3
0.1,0.2,0.6,0.3,0.4,0.9,e9e8c153_3
1.5,0.25,0.5,-0.5,0.25,1.0,e9e8c153_4_rand3
1.5,0.25,0.5,-0.25,0.25,1.25,e9e8c153_5
1.5,0.25,0.75,-0.25,0.5,2.75,e9e8c153_6
2.0,0.5,1.0,0.5,0.5,4.5,e9e8c153_7
0.25,0.15,0.3,0.0,0.1,0.8,be191fcb_0
0.25,-0.1,-0.25,-0.1,-0.1,-0.3,be191fcb_1
0.3,0.1,0.4,-0.2,0.2,0.8,be191fcb_2
0.3,0.1,0.4,-0.2,0.2,0.8,be191fcb_3
0.1,0.2,0.3,0.0,0.1,0.2,ecf2a091_0
0.2,0.15,0.25,0.0,0.1,0.7,ecf2a091_1
1.5,0.25,0.75,-0.25,0.5,2.75,ecf2a091_2
-1.5,-0.25,-0.5,0.25,-0.25,-1.25,ecf2a091_3_rand1
0.25,-0.1,-0.3,-0.2,-0.15,-0.5,ecf2a091_4
0.25,-0.25,0.75,0.5,0.5,0.75,ecf2a091_5_rand4
0.1,0.2,0.2,0.0,0.1,0.2,985a0946_0
0.1,0.05,0.2,0.0,0.15,0.5,985a0946_1
0.1,0.2,-0.3,0.0,-0.1,-0.1,985a0946_2
1.5,0.25,0.75,0.5,0.5,3.5,985a0946_3
0.25,-0.25,0.75,0.5,0.5,0.75,985a0946_4
1.5,0.25,0.75,0.5,0.25,1.25,985a0946_5
2.5,0.25,0.75,1.0,0.5,2.0,985a0946_6
2.5,0.25,1.0,-0.5,0.5,3.75,985a0946_7
0.5,-0.2,1.0,0.7,0.5,1.5,985a0946_8_rand3
2.0,0.5,1.5,1.0,1.0,3.0,985a0946_9
3.0,0.25,1.5,-1.0,0.75,4.5,985a0946_10_rand1
0.1,0.2,-0.3,0.0,-0.1,-0.1,0fd95772_0
1.5,0.2,0.75,0.3,0.4,1.15,0fd95772_1
0.5,-0.2,-0.3,-0.1,-0.2,-0.3,0fd95772_2
0.3,-0.2,-0.1,-0.1,-0.2,-0.1,0fd95772_3_rand4
-0.5,-0.25,-0.75,-1.0,-0.5,-3.0,0fd95772_4
2.0,0.25,0.75,0.5,0.25,1.5,0fd95772_5
2.0,0.25,0.75,0.5,0.25,1.5,0fd95772_6
1.5,0.25,0.5,-0.25,0.25,1.25,0fd95772_7
0.1,-0.2,0.15,0.05,-0.05,-0.05,0fd95772_8_rand5
1.5,0.25,0.5,0.75,0.25,1.25,0fd95772_9
1.5,0.25,0.75,-0.25,0.5,2.75,0fd95772_10_rand2
-0.25,-0.15,-0.3,0.4,-0.1,-0.4,0fd95772_11
1.5,0.5,0.75,0.5,0.25,1.25,0fd95772_12
-0.25,-0.1,0.4,0.3,0.2,0.15,0fd95772_13_rand5
-0.25,-0.15,-0.3,0.1,-0.1,-0.7,0fd95772_14
1.5,0.25,0.5,-0.25,0.25,1.25,0fd95772_15_rand1
-0.5,-0.25,-0.5,0.0,-0.25,-0.5,0fd95772_16
2.5,0.5,1.0,-0.25,0.5,4.25,0fd95772_17
2.0,0.25,0.75,-0.25,0.25,3.0,0fd95772_18
-1.5,-0.25,-0.5,-0.75,-0.25,-3.25,0fd95772_19_rand3
1.5,0.25,0.5,0.5,0.25,1.0,0fd95772_20
2.0,0.5,1.0,0.5,0.5,2.0,0fd95772_21_rand4
0.0,0.2,-0.3,0.0,-0.1,-0.2,8d84c4cf_0
2.0,0.25,0.75,0.5,0.5,4.0,8d84c4cf_1
1.5,0.2,0.75,0.1,0.5,1.05,8d84c4cf_2
0.4,0.1,0.5,-0.1,0.3,0.5,8d84c4cf_3_rand1
0.75,0.25,0.5,-0.5,0.25,0.75,8d84c4cf_4
2.0,0.0,0.75,-0.25,0.5,3.0,8d84c4cf_5
0.1,0.05,0.15,0.0,0.05,0.35,47e5f2f5_0
-2.5,-0.25,-0.75,-0.5,-0.5,-4.5,47e5f2f5_1
1.5,0.25,0.75,-0.25,0.5,2.75,aff039cb_0
0.75,0.25,0.5,-0.5,0.25,0.75,aff039cb_1
1.5,0.25,0.75,-0.25,0.5,2.75,aff039cb_2
2.5,0.25,1.0,0.75,0.5,2.0,aff039cb_3
3.0,-0.25,1.0,1.5,0.75,6.0,aff039cb_4
3.0,0.25,1.5,-0.25,0.5,5.0,aff039cb_5_rand4
2.5,0.25,0.75,0.5,0.25,1.75,aff039cb_6
0.5,-0.2,-0.3,-0.4,-0.1,-0.5,5e2f05b9_0
-0.25,0.0,0.5,0.25,0.0,0.0,c163e404_0
-1.5,-0.25,-0.5,0.25,-0.25,-1.25,c163e404_1
-0.25,-0.15,-0.3,-0.5,-0.1,-1.3,c163e404_2_rand4
-0.25,-0.1,-0.2,0.3,-0.1,-0.35,c163e404_3
-0.25,-0.15,-0.3,-0.4,-0.1,-0.3,c163e404_4_rand4
0.5,0.2,0.3,-0.1,0.1,0.5,c163e404_5
3.0,0.5,1.5,0.5,0.5,6.0,c163e404_6
1.5,0.25,0.5,-0.25,0.0,1.0,c163e404_7_rand1
0.25,0.0,0.3,0.0,0.15,0.7,7b4c3404_0
0.75,0.25,0.5,0.0,0.25,0.75,7b4c3404_1
0.0,0.0,-0.25,0.0,-0.25,-0.25,7b4c3404_2
2.0,0.25,0.75,0.25,0.5,1.75,7b4c3404_3
0.25,-0.25,0.75,-0.5,0.5,0.75,7b4c3404_4_rand3
2.0,0.25,1.0,0.5,0.75,1.62,7b4c3404_5
2.0,0.25,0.75,-0.5,0.5,3.0,7b4c3404_6
2.0,0.5,1.0,-0.25,0.25,3.5,7b4c3404_7
-0.25,-0.1,-0.2,0.15,-0.05,-0.45,7b4c3404_8_rand3
0.3,-0.2,0.4,-0.1,0.1,0.5,7b4c3404_9
-0.25,-0.15,-0.2,0.1,-0.1,-0.4,7b4c3404_10
1.5,0.25,0.75,0.5,0.25,1.25,7b4c3404_11_rand2
2.0,0.25,0.75,0.5,0.5,1.5,7b4c3404_12
2.0,0.25,0.75,0.25,0.5,3.75,7b4c3404_13_rand2
1.5,0.25,0.5,-0.25,0.25,1.25,7b4c3404_14
1.25,0.25,0.5,0.5,0.25,2.75,7b4c3404_16
1.25,0.25,0.5,0.5,0.25,2.75,7b4c3404_16
2.0,0.5,0.25,0.75,0.25,1.5,7b4c3404_17_rand5
0.25,-0.1,-0.2,0.3,-0.1,0.15,7b4c3404_18
1.5,0.2,0.5,0.3,0.2,0.9,7b4c3404_19_rand3
1.5,0.25,-0.25,0.5,0.25,1.25,7b4c3404_20
2.0,0.5,1.0,-0.5,0.5,3.5,7b4c3404_21
0.25,0.1,0.3,0.0,0.15,0.8,c00b412d_0
0.25,-0.1,-0.2,0.0,-0.1,-0.15,c00b412d_1_rand3
0.3,0.1,0.4,-0.2,0.2,0.8,c00b412d_2
0.1,-0.2,0.15,0.0,0.0,-0.05,c00b412d_3
0.3,0.1,0.4,-0.2,0.2,0.8,c00b412d_4
0.1,0.05,0.2,0.0,0.15,0.5,55f59e5e_0
0.25,0.1,0.3,0.0,0.15,0.8,55f59e5e_1_rand2
0.1,0.05,0.2,0.0,0.15,0.5,55f59e5e_2
1.5,0.25,0.5,-0.25,0.25,1.25,55f59e5e_3
-0.25,-0.25,-0.15,-0.5,-0.2,-0.35,55f59e5e_4_rand5
0.25,0.1,0.3,0.4,0.1,0.35,55f59e5e_5
0.25,-0.25,-0.25,-0.1,-0.1,-0.15,55f59e5e_6_rand2
0.1,-0.1,-0.2,0.0,-0.1,-0.3,4cce1733_0
-0.25,0.0,0.5,0.25,0.25,0.25,4cce1733_1_rand4
1.5,0.5,1.0,0.25,0.75,4.0,4cce1733_2
1.5,0.25,0.75,0.25,0.5,2.25,4cce1733_3
0.3,0.1,0.4,0.0,0.2,1.0,6c8aba72_0
0.3,-0.1,0.4,0.0,0.1,0.7,6c8aba72_1_rand4
0.3,0.1,0.4,0.0,0.2,1.0,6c8aba72_2
0.1,-0.1,-0.2,0.0,-0.1,-0.3,6c8aba72_3
1.5,0.25,0.75,0.25,0.5,3.25,6c8aba72_4_rand1
-1.5,-0.25,0.5,-0.25,-0.25,-1.25,6c8aba72_5
0.25,0.25,0.25,0.25,0.25,0.75,6c8aba72_6_rand2
-2.0,-0.25,-0.5,-0.75,-0.25,-3.75,6c8aba72_7
0.25,-0.25,0.75,-0.5,0.5,0.75,6c8aba72_8_rand4
0.1,0.05,0.2,0.0,0.15,0.5,be18a0bd_0
0.25,-0.1,-0.2,0.3,-0.15,-0.05,be18a0bd_1
0.25,0.0,0.3,0.0,0.15,0.7,be18a0bd_2_rand3
0.3,0.1,0.4,0.2,0.1,0.5,36f0d5a7_0
1.5,0.25,0.75,0.5,0.25,1.25,36f0d5a7_1
0.3,0.1,0.4,0.0,0.2,1.0,36f0d5a7_2
0.25,-0.25,0.75,0.5,0.5,0.75,36f0d5a7_3
0.25,-0.25,0.75,-1.0,0.5,0.25,36f0d5a7_4
0.5,-0.2,-0.3,-0.4,-0.1,-0.5,36f0d5a7_5_rand4
3.0,0.25,1.5,0.75,0.5,6.0,36f0d5a7_6
2.0,0.25,1.0,0.5,0.75,1.5,36f0d5a7_7_rand1
0.25,0.1,0.3,0.0,0.15,0.8,1877ed43_0
0.3,0.1,0.4,0.0,0.2,1.0,1877ed43_1
2.0,0.25,0.75,0.5,0.5,4.0,1877ed43_2
2.0,0.25,0.5,-0.5,0.25,2.5,1877ed43_3_rand2
-2.5,-0.25,-0.5,0.5,-0.25,-2.0,1877ed43_4
2.5,0.25,1.0,0.75,0.5,2.0,1877ed43_5
2.0,0.25,1.0,-1.0,0.5,2.75,1877ed43_6_rand4
0.25,-0.25,-0.25,-0.5,-0.25,-0.5,1877ed43_7
0.3,0.1,0.4,0.1,0.2,1.1,28e32d8b_0
0.3,-0.1,0.4,-0.2,0.1,0.5,28e32d8b_1
0.25,-0.25,-0.25,0.0,-0.1,-0.35,28e32d8b_2_rand3
0.1,-0.2,-0.1,0.0,-0.1,-0.2,28e32d8b_3
0.1,-0.2,-0.1,-0.3,0.0,-0.2,28e32d8b_4_rand4
0.3,-0.1,0.4,-0.2,0.1,0.5,752da5f5_0
-0.2,-0.1,-0.15,0.0,-0.05,-0.5,752da5f5_1_rand5
-0.25,0.0,0.5,0.25,0.25,0.25,752da5f5_2
2.0,0.25,0.75,-1.0,0.5,2.5,752da5f5_3
2.5,0.25,0.75,0.5,0.5,1.75,752da5f5_4_rand2
2.0,0.5,1.0,0.5,0.5,4.5,752da5f5_5
2.5,0.25,0.25,0.5,0.0,1.75,752da5f5_6
0.3,0.1,0.4,0.0,0.2,1.0,86894136_0
0.2,-0.1,-0.2,0.0,-0.1,-0.2,86894136_1_rand1
0.0,0.1,-0.2,0.0,-0.1,-0.2,86894136_2
0.3,-0.1,0.4,0.0,0.1,0.7,86894136_3
0.1,-0.1,-0.2,0.0,-0.1,-0.2,86894136_4_rand5
2.0,0.25,0.75,-0.5,0.5,3.0,86894136_5
1.5,0.2,0.75,0.3,0.5,1.25,5a6f55c0_0
1.5,0.25,0.5,0.25,0.25,0.75,5a6f55c0_1
0.3,-0.1,0.4,-0.2,0.1,0.5,5a6f55c0_2
0.3,-0.1,0.4,-0.2,0.1,0.5,5a6f55c0_3
0.1,-0.2,-0.1,0.0,0.0,-0.05,5a6f55c0_4
0.3,-0.2,-0.1,0.4,0.0,0.4,5a6f55c0_5_rand1
0.3,-0.2,0.4,-0.1,0.2,0.6,5a6f55c0_6
2.0,0.25,0.75,-0.25,0.5,1.25,5a6f55c0_7
0.1,0.2,-0.15,0.0,-0.05,0.1,c80616cd_0
2.0,0.5,1.0,0.5,0.5,4.5,c80616cd_1
2.0,0.5,1.0,0.5,0.5,4.5,c80616cd_2
-0.25,-0.15,-0.3,0.4,-0.1,-0.4,c80616cd_3
-0.5,-0.25,-0.25,-0.5,-0.25,-0.75,c80616cd_4
0.25,0.1,0.3,0.0,0.15,0.8,e67cc96b_0
0.3,0.1,0.4,0.2,0.1,1.1,e67cc96b_1
0.0,-0.25,-0.25,0.0,-0.25,-0.5,e67cc96b_2
0.3,0.1,0.4,-0.1,0.2,0.4,e67cc96b_3
0.1,-0.2,0.3,0.1,0.0,0.1,e67cc96b_4
2.0,0.25,0.75,0.5,0.5,4.0,e67cc96b_5
2.5,0.5,1.0,0.5,0.5,5.0,e67cc96b_6_rand4
3.0,-0.5,1.5,-0.5,0.5,4.0,e67cc96b_7
3.0,-0.5,1.0,0.5,0.5,4.5,e67cc96b_8_rand1
0.3,0.1,0.4,0.0,0.2,1.0,67bb8d0b_0
0.3,0.1,0.4,0.0,0.2,1.0,67bb8d0b_1
0.3,0.1,0.4,0.0,0.2,1.0,67bb8d0b_2
0.3,0.1,0.4,0.0,0.2,1.0,67bb8d0b_3_rand2
0.4,0.1,0.3,0.0,0.2,0.5,67bb8d0b_4
-0.5,-0.25,0.25,-0.5,0.25,-0.25,67bb8d0b_5
2.0,0.5,0.75,-0.5,0.25,2.0,67bb8d0b_6_rand3
-0.5,-0.25,-0.75,-1.0,-0.5,-2.0,67bb8d0b_7
2.5,0.25,0.25,0.5,0.0,1.75,67bb8d0b_8_rand3
2.0,0.25,0.75,-0.25,0.5,1.75,06cc1744_0
2.0,0.25,0.75,-0.25,0.5,1.25,06cc1744_1
0.3,0.1,0.4,0.0,0.2,1.0,445a9049_0
0.25,-0.25,0.1,0.0,0.1,0.2,445a9049_1
1.5,0.25,0.75,1.0,0.5,4.0,445a9049_2_rand4
2.0,0.5,1.0,0.75,0.5,4.75,445a9049_3
2.0,0.5,0.75,-0.5,0.25,2.0,445a9049_4
1.5,0.0,0.25,1.0,0.5,1.75,445a9049_5
5.0,0.25,0.75,1.0,0.0,3.5,445a9049_6
3.0,0.5,0.25,-1.0,0.0,2.75,445a9049_7
0.75,-0.5,-0.25,0.5,-0.25,0.25,445a9049_8_rand5
2.5,0.25,0.75,1.0,0.25,2.25,445a9049_9
2.5,0.25,0.75,0.5,0.25,1.75,85ac4c01_0
0.3,0.1,0.4,0.0,0.2,1.0,d34fe87e_0
0.3,-0.1,0.4,-0.2,0.1,0.5,d34fe87e_1
0.25,0.1,0.3,0.0,0.15,0.8,ece71700_0
0.1,0.2,-0.3,0.0,-0.1,-0.1,ece71700_1_rand3
0.25,-0.1,0.3,0.0,0.15,0.6,ece71700_2
0.1,0.2,-0.3,0.0,-0.2,-0.2,ece71700_3_rand1
0.3,-0.1,0.4,0.2,0.1,0.4,ece71700_4
2.5,0.25,1.0,0.75,0.5,2.0,ece71700_5
0.25,-0.1,-0.2,0.0,-0.1,-0.15,e91cf7d3_0
0.25,0.1,0.3,0.0,0.15,0.8,e91cf7d3_1_rand3
0.25,-0.25,-0.25,0.0,-0.25,-0.5,e91cf7d3_2
0.1,-0.1,-0.2,0.0,-0.1,-0.3,e91cf7d3_3
1.5,0.25,0.75,0.5,0.25,1.25,e91cf7d3_4
2.0,0.5,0.75,-0.25,0.25,1.25,e91cf7d3_5_rand3
1.5,0.25,0.75,0.5,0.25,1.25,e91cf7d3_6
0.3,0.1,0.4,0.0,0.2,1.0,d022b758_0
1.5,0.25,0.75,0.25,0.5,2.25,d022b758_1
-0.5,-0.25,1.0,1.5,0.75,1.5,d022b758_2
2.0,0.25,0.75,0.5,0.25,1.75,d022b758_3
2.0,0.25,0.75,-1.5,0.5,2.0,d022b758_4
2.0,0.25,0.75,-1.0,0.5,2.5,d022b758_5_rand4
3.0,0.5,1.5,-2.0,1.0,4.0,d022b758_6
1.5,0.25,0.75,-1.0,0.5,2.0,d022b758_7
0.1,0.0,0.2,0.0,0.1,0.2,d161ca89_0
0.1,-0.05,0.2,0.0,0.15,0.4,d161ca89_1_rand3
0.1,0.05,0.2,0.0,0.15,0.5,d161ca89_2
0.1,0.2,0.2,0.0,0.1,0.2,d161ca89_3_rand1
0.0,-0.25,-0.5,0.0,-0.25,-1.0,d161ca89_4
0.1,-0.2,0.15,0.0,0.05,0.1,d161ca89_5
0.25,-0.25,0.1,-0.3,-0.1,-0.3,d161ca89_6_rand2
-0.2,-0.1,-0.15,0.0,-0.05,-0.5,d161ca89_7
0.5,-0.25,-0.25,-0.25,-0.25,-0.25,d161ca89_8
-0.25,-0.25,-0.5,0.0,-0.25,-1.25,d161ca89_9
0.3,-0.1,0.2,0.1,0.1,0.4,d161ca89_10_rand1
