Material,Imbalance,Pawns,Knights,Bishops,Rooks,Queens,Mobility,King safety,Threats,Passed,Space,Winnable,position_id
1.13,-0.13,-0.03,0.0,0.16,0.10500000000000001,0.0,0.08499999999999999,-0.26,-0.405,0.205,0.0,-0.125,c80616cd_3
-2.0300000000000002,-0.04,0.075,0.0,0.14500000000000002,0.0,0.0,-0.165,-0.3,-0.02,0.165,0.0,0.455,c80616cd_4
0.04000000000000001,0.0,0.04,-0.02,0.12,0.0,0.0,0.015000000000000003,-0.11000000000000001,-0.77,0.0,0.0,-0.02,e67cc96b_0
0.325,0.14500000000000002,0.005,0.030000000000000002,0.07500000000000001,0.0,0.0,-0.05500000000000001,-0.1,-0.46499999999999997,0.15500000000000003,0.03,0.02,e67cc96b_1
0.40499999999999997,0.14500000000000002,0.005,0.030000000000000002,-0.010000000000000002,0.0,0.0,0.065,0.02,-0.46499999999999997,0.215,0.02,0.02,e67cc96b_2
0.019999999999999997,0.0,0.045,0.0,0.085,0.02,0.10500000000000001,0.22,0.085,-0.16,0.0,-0.04,-0.01,e67cc96b_3
0.10500000000000001,0.0,-0.05,0.13,-0.075,0.055,0.0,-0.09,0.095,0.21000000000000002,0.0,-0.015,0.02,e67cc96b_4
-0.039999999999999994,0.11,0.23,0.0,0.065,0.07,0.10500000000000001,-0.02,0.36,0.12,0.0,-0.01,-0.045,e67cc96b_5
-0.009999999999999998,0.11,0.23,0.0,0.065,0.14,0.0,-0.05,1.23,-0.415,0.0,-0.01,-0.045,e67cc96b_6_rand4
0.43500000000000005,0.025,-0.06999999999999999,0.0,0.0,-0.10500000000000001,0.0,0.03,1.085,0.11,0.375,0.0,-0.18,e67cc96b_7
0.39999999999999997,0.025,-0.06999999999999999,0.0,0.0,-0.10500000000000001,0.0,-0.02,0.32,-0.02,0.375,0.0,-0.16,e67cc96b_8_rand1
-0.145,0.0,0.025,0.02,-0.05,-0.06999999999999999,0.0,0.265,0.12,0.0,0.0,0.075,0.08,67bb8d0b_0
-0.0049999999999999975,0.0,0.115,-0.05,0.18,0.04,0.0,-0.15000000000000002,0.09,-0.24,0.0,-0.02,0.055,67bb8d0b_1
0.045,0.0,0.12000000000000001,-0.07,0.155,0.04,0.0,0.22,0.14,-0.32,0.0,-0.02,0.055,67bb8d0b_2
-0.135,0.0,0.07,-0.095,0.16999999999999998,0.04,0.0,-0.105,0.13,-0.28500000000000003,0.0,-0.02,-0.055,67bb8d0b_3_rand2
0.045000000000000005,0.0,-0.075,0.02,-0.04,-0.10500000000000001,0.0,0.18,-0.25,-0.0049999999999999975,0.0,0.01,0.03,67bb8d0b_4
0.20500000000000002,0.0,0.0,0.0,0.0,0.035,0.0,0.015,-0.35500000000000004,0.255,0.63,0.0,-0.07,67bb8d0b_5
,,,,,,,,,,,,,67bb8d0b_6_rand3
0.065,0.0,0.0,0.0,0.0,-0.07,0.0,0.04,0.325,0.045000000000000005,0.725,0.0,-0.23,67bb8d0b_7
0.08,0.0,0.0,0.0,0.0,-0.07,0.0,-0.05,-0.48,-0.245,0.26,0.0,0.06,67bb8d0b_8_rand3
-0.6499999999999999,-0.07500000000000001,-0.165,-0.12,0.035,0.0,0.0,-0.26,-0.085,-0.155,0.05500000000000001,0.0,0.025,06cc1744_0
-0.65,-0.07500000000000001,-0.165,-0.12,0.035,0.0,0.0,-0.20500000000000002,-0.065,-0.27,0.05500000000000001,0.0,0.035,06cc1744_1
0.28500000000000003,0.0,-0.1,-0.02,-0.01,0.0,0.0,0.22,0.035,-0.16,0.0,0.06,0.02,445a9049_0
0.18,-0.08499999999999999,0.22999999999999998,0.0,-0.195,-0.07,0.0,0.04,-0.66,0.20500000000000002,-0.095,0.0,-0.02,445a9049_1
0.3,-0.08499999999999999,0.22999999999999998,0.030000000000000002,-0.26,0.07,0.0,0.11499999999999999,-0.07,-0.185,-0.09,0.0,0.03,445a9049_2_rand4
0.05,0.0,0.07,0.0,0.0,0.0,0.0,-0.06,-0.5750000000000001,0.065,0.05500000000000001,0.0,-0.03,445a9049_3
-0.315,-0.03,-0.09,0.0,0.0,-0.07,0.0,0.0,0.04,-0.09,0.125,0.0,0.01,445a9049_4
0.06500000000000002,0.0,-0.16999999999999998,0.0,0.0,0.0,0.0,-0.03,0.81,-0.255,0.395,0.0,-0.21500000000000002,445a9049_5
0.40499999999999997,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.5900000000000001,0.0,-0.65,445a9049_6
,,,,,,,,,,,,,445a9049_7
0.26,0.0,-0.075,0.0,0.0,0.0,0.0,0.07,1.305,-0.2,0.54,0.0,-0.44999999999999996,445a9049_8_rand5
0.29000000000000004,0.0,-0.075,0.0,0.0,0.0,0.0,-0.05,0.45,0.19,0.19,0.0,-0.45,445a9049_9
0.095,0.0,0.0,0.0,0.11,0.0,0.0,-0.185,0.435,-0.075,-0.815,0.0,0.19,85ac4c01_0
0.095,0.045,0.01,0.15000000000000002,0.03,-0.06999999999999999,0.0,0.135,-0.02,-0.060000000000000005,0.0,0.085,0.08,d34fe87e_0
-0.215,0.015,0.305,0.0,0.125,0.195,0.0,0.16499999999999998,0.145,0.0,0.0,0.0,0.03,d34fe87e_1
0.19999999999999998,0.0,-0.065,0.0,-0.09000000000000001,0.0,0.0,0.28500000000000003,0.26,0.0,0.0,0.05,0.02,ece71700_0
0.16,0.0,-0.075,-0.02,-0.030000000000000002,0.02,0.0,0.19,0.40499999999999997,-0.155,0.0,0.075,0.02,ece71700_1_rand3
0.21000000000000002,0.0,-0.065,0.02,-0.23,0.12000000000000001,0.0,0.215,0.13,0.075,0.0,0.035,0.045,ece71700_2
0.32,0.0,-0.065,0.0,-0.125,0.12000000000000001,0.0,0.175,0.245,-0.22999999999999998,0.0,0.035,0.045,ece71700_3_rand1
-0.45999999999999996,-0.1,0.18,0.04,-0.045,-0.02,0.0,0.20500000000000002,0.325,0.405,0.0,0.0,0.02,ece71700_4
0.235,0.20500000000000002,-0.005000000000000001,-0.07,0.015,0.0,0.0,-0.060000000000000005,0.445,0.19999999999999998,0.0,0.0,0.02,ece71700_5
0.07,0.0,-0.034999999999999996,0.05,0.07500000000000001,0.0,0.0,0.28,0.035,0.02,0.0,0.1,0.055,e91cf7d3_0
-0.6799999999999999,-0.31000000000000005,-0.115,0.0,0.21000000000000002,0.035,0.0,0.305,0.07500000000000001,-0.485,-0.06,0.025,-0.035,e91cf7d3_1_rand3
0.11,0.0,-0.04,0.02,0.095,0.0,0.0,0.255,0.045,-0.06,0.0,0.075,0.02,e91cf7d3_2
0.039999999999999994,0.0,0.04,0.07,0.245,-0.015,0.0,0.034999999999999996,-0.035,-0.125,0.0,0.085,0.02,e91cf7d3_3
1.055,0.125,0.065,0.0,0.0,-0.125,0.0,-0.01,0.3,0.055,0.585,0.0,0.02,e91cf7d3_4
1.045,0.125,0.065,0.0,0.0,0.0,0.0,0.08,0.46,0.0,1.855,0.0,0.03,e91cf7d3_5_rand3
1.01,0.125,0.065,0.0,0.0,-0.035,0.0,0.08,0.335,0.0,1.855,0.0,0.02,e91cf7d3_6
-0.07,0.0,-0.15999999999999998,0.02,0.035,-0.11499999999999999,0.0,-0.085,-0.065,0.055,0.0,0.02,-0.02,d022b758_0
0.07499999999999998,0.0,-0.15999999999999998,-0.05,-0.025,0.015,0.0,0.225,0.41000000000000003,-0.015000000000000001,0.0,0.02,-0.045,d022b758_1
-0.03,0.0,-0.065,-0.02,-0.06,0.02,0.0,0.28,-0.035,0.66,0.0,0.06,0.065,d022b758_2
-0.15,0.0,-0.1,0.0,0.0,-0.07,0.0,-0.06,-0.115,0.15500000000000003,0.15,0.0,-0.035,d022b758_3
2.67,-0.225,-0.12,0.0,0.0,-0.035,0.0,0.36,0.055,0.515,-0.015,0.0,-0.38,d022b758_4
2.8049999999999997,-0.225,-0.09,0.0,0.0,0.035,0.10500000000000001,0.345,-0.94,0.20500000000000002,-0.015,0.0,-0.345,d022b758_5_rand4
3.3200000000000003,-0.20500000000000002,-0.19,0.0,0.0,0.10500000000000001,0.0,0.215,-2.25,0.395,0.03,0.0,-0.39,d022b758_6
-0.33,-0.01,-0.19,0.0,0.0,0.0,0.0,0.0,-3.355,0.0,0.03,0.0,-0.025,d022b758_7
-0.185,0.0,-0.01,0.0,0.030000000000000002,0.0,0.0,0.5449999999999999,0.04,-0.13,0.0,0.05,0.02,d161ca89_0
-0.175,0.0,0.009999999999999998,0.0,0.015,-0.185,0.0,0.165,-0.075,0.08499999999999999,0.0,0.035,-0.035,d161ca89_1_rand3
-0.18,0.0,-0.045,0.0,0.030000000000000002,0.0,0.0,0.30000000000000004,-0.03,-0.075,0.0,0.035,0.02,d161ca89_2
-0.20500000000000002,0.0,-0.01,0.0,0.0,0.0,0.0,0.32499999999999996,0.055,0.0,0.0,0.05,0.02,d161ca89_3_rand1
0.18,0.0,-0.10500000000000001,0.030000000000000002,0.04000000000000001,0.0,0.0,0.295,0.195,-0.29,0.0,0.035,0.02,d161ca89_4
0.1,0.0,-0.04000000000000001,0.0,-0.0049999999999999975,-0.035,0.0,0.355,-0.045,-0.07500000000000001,0.0,0.195,0.02,d161ca89_5
0.1,0.0,-0.04000000000000001,0.0,-0.0049999999999999975,-0.035,0.0,0.37,0.295,0.16499999999999998,0.0,0.17,0.02,d161ca89_6_rand2
0.485,0.08499999999999999,0.07500000000000001,0.0,-0.20500000000000002,-0.07,0.0,0.005000000000000001,-0.13,-0.08,0.0,0.0,-0.03,d161ca89_7
0.585,0.065,-0.16499999999999998,0.0,-0.195,0.0,0.0,0.005,-0.21,0.035,0.18,0.0,-0.05,d161ca89_8
0.5449999999999999,0.065,-0.16499999999999998,0.0,-0.29000000000000004,0.0,0.0,-0.05,-0.325,0.055,0.18,0.0,-0.05,d161ca89_9
0.5449999999999999,0.065,-0.16499999999999998,0.0,-0.29000000000000004,0.0,0.0,-0.01,-0.085,0.22,0.09,0.0,-0.05,d161ca89_10_rand1
0.04,0.08499999999999999,-0.02,0.08,-0.13,-0.035,0.0,0.065,-0.665,0.195,0.0,-0.01,0.01,85b13052_0
0.06999999999999999,0.08499999999999999,-0.02,0.08,-0.18,0.07,0.0,0.12,-0.08,0.595,0.0,-0.01,-0.01,85b13052_1_rand4
,,,,,,,,,,,,,85b13052_2
-0.16,0.105,-0.030000000000000002,-0.07,0.02,0.08,0.0,0.030000000000000002,0.11499999999999999,0.15,0.045,0.0,-0.055,85b13052_3
-1.03,-0.845,0.005000000000000001,0.03,0.060000000000000005,0.115,0.0,0.24,-0.125,-0.455,0.0,-0.045,0.01,921975e8_0
0.185,0.0,-0.04,0.02,-0.030000000000000002,0.0,0.0,0.02,0.145,-0.155,0.0,0.04,0.055,2006b3c0_0
-0.225,0.0,-0.04,0.0,-0.030000000000000002,-0.095,0.0,-0.485,-2.175,0.035,0.0,0.04,-0.08,2006b3c0_1_rand4
0.2,0.0,-0.08,0.02,-0.04,0.0,0.0,-0.055,0.135,-0.155,0.0,0.04,0.055,2006b3c0_2
0.26,0.0,-0.03,0.0,-0.04,0.0,0.0,-0.075,0.12000000000000001,0.06,0.0,0.0,0.02,2006b3c0_3
0.005,0.0,-0.03,0.0,0.034999999999999996,0.0,0.0,-0.135,-0.12,0.195,0.0,0.015,0.02,2006b3c0_4_rand4
2.51,0.41500000000000004,0.005,-0.02,-0.04000000000000001,0.0,-0.10500000000000001,0.17500000000000002,0.060000000000000005,-0.43,0.0,0.005,0.02,2006b3c0_5
-1.605,-0.315,-0.075,0.02,-0.04,0.10500000000000001,0.0,0.09,0.105,0.060000000000000005,0.045,0.015,0.015,2006b3c0_6
0.93,0.135,0.04,0.02,-0.12,-0.06,0.0,0.36,0.225,0.065,0.12,0.0,-0.225,2006b3c0_7
0.425,0.0,-0.11499999999999999,0.0,-0.1,0.0,0.0,0.049999999999999996,0.035,-0.02,0.0,0.02,0.055,43b5bd56_0
0.41500000000000004,0.0,-0.105,0.0,-0.1,-0.095,0.0,-0.11,0.07,-0.02,0.0,0.02,-0.055,43b5bd56_1_rand1
0.24,0.05,0.020000000000000004,0.07,-0.16499999999999998,0.0,0.0,0.115,-0.07,-0.15500000000000003,-0.27,0.03,-0.04,43b5bd56_2
-1.335,-0.165,0.51,0.05,0.055,-0.035,0.0,0.41500000000000004,-0.065,0.32,1.0,0.0,-0.085,43b5bd56_3
,,,,,,,,,,,,,43b5bd56_4
0.155,0.05,0.009999999999999998,0.07,-0.085,-0.02,0.0,0.19,0.045000000000000005,-0.16999999999999998,0.0,-0.015,-0.01,34fd71d8_0
0.16,0.05,-0.06,0.07,-0.18,0.0,0.0,0.245,0.215,-0.8300000000000001,0.0,-0.015,0.01,34fd71d8_1_rand5
0.09,0.05,0.009999999999999998,0.07,-0.22500000000000003,0.125,0.0,0.16,-0.01,0.325,0.0,-0.015,-0.01,34fd71d8_2
0.155,0.05,0.009999999999999998,0.12,-0.28500000000000003,0.14500000000000002,0.0,0.009999999999999998,0.01,0.41000000000000003,0.0,-0.015,-0.01,34fd71d8_3_rand2
5.484999999999999,0.5800000000000001,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,34fd71d8_4
-1.545,0.345,-0.18,0.0,-0.10500000000000001,-0.10500000000000001,0.0,0.08499999999999999,0.009999999999999998,0.0,-2.74,0.0,0.005,34fd71d8_5
0.24,0.065,0.005,0.05,-0.09,0.10500000000000001,0.0,-0.19,-0.049999999999999996,-0.09,0.0,0.0,0.02,3a52c5b5_0
0.29000000000000004,0.065,0.005,0.08,0.1,0.06,0.0,-0.105,-0.21500000000000002,-0.38,0.0,0.015,0.035,3a52c5b5_1_rand5
-0.41000000000000003,0.0,0.025,0.030000000000000002,0.205,0.0,0.0,0.22,0.045,-0.115,0.0,0.06,0.02,3130495f_0
0.21,0.0,-0.04,0.08,0.31,0.055,0.0,0.435,0.56,0.25,0.0,0.12,0.07,3130495f_1
0.105,0.1,0.05,-0.05,0.06,-0.045,0.0,0.07500000000000001,0.0,0.675,0.0,0.015,0.005,3130495f_2
1.5350000000000001,-0.36,0.05,0.05,0.035,0.055,0.0,0.29000000000000004,-0.03,0.185,0.0,0.01,0.005,3130495f_3
0.5,0.15500000000000003,0.010000000000000002,0.07,-0.0050000000000000044,0.005,0.0,-0.05,0.21000000000000002,-0.060000000000000005,0.0,0.0,-0.01,3130495f_4
0.52,0.15500000000000003,0.010000000000000002,0.07,-0.13,0.005,0.0,-0.155,-0.32999999999999996,-0.135,0.0,0.0,-0.01,3130495f_5_rand3
2.995,0.18,0.24,0.0,0.025,0.0,0.0,0.175,-0.02500000000000001,0.0,0.0,0.0,-0.03,3130495f_6
-0.07500000000000001,0.0,-0.015,0.0,0.0,0.0,0.0,0.265,0.745,-0.195,0.0,0.12,0.055,d51e98e6_0
0.305,0.0,-0.049999999999999996,0.02,-0.08,0.0,0.0,0.485,0.09,0.095,0.0,0.0,0.02,d51e98e6_1
0.025,0.0,-0.08,-0.02,-0.08,0.045,0.0,0.33999999999999997,0.18,-0.025,0.0,0.0,-0.01,d51e98e6_2
0.035,0.0,0.005,-0.02,-0.004999999999999999,-0.035,0.0,0.42500000000000004,0.10500000000000001,-0.055,0.0,0.015,-0.01,d51e98e6_3
0.075,0.0,0.005,-0.03,-0.004999999999999999,-0.06,0.0,0.615,0.44499999999999995,0.895,0.0,0.045,-0.01,d51e98e6_4_rand2
-0.06,-0.14500000000000002,-0.04,-0.010000000000000002,-0.13,0.0,0.0,0.16,-0.065,0.28,0.0,-0.08,0.005,8476d12c_0
0.47500000000000003,0.0,-0.065,-0.05,-0.05500000000000001,0.11,0.0,0.1,0.605,-0.215,0.0,-0.01,0.015,8476d12c_1
0.025,0.0,0.06,-0.05,-0.060000000000000005,0.06,0.0,-0.14,-0.01,-0.11,0.0,-0.015,0.0,8476d12c_2
-0.325,-0.08,0.015,-0.05,0.005,0.06,0.0,-0.035,-0.71,0.46499999999999997,0.0,-0.025,0.015,8476d12c_3_rand4
-0.96,0.35,-0.06,-0.02,-0.125,-0.02,0.0,-0.0050000000000000044,-0.35000000000000003,0.5599999999999999,0.0,0.0,0.03,8476d12c_4
-1.345,0.35,-0.06,-0.075,-0.135,-0.005,0.0,-0.07999999999999999,-1.6199999999999999,0.625,0.0,0.0,0.03,8476d12c_5
-0.24,0.0,-0.035,0.1,0.12000000000000001,-0.06999999999999999,0.0,0.32,0.125,-0.019999999999999997,0.0,0.15,0.08,36fdce78_0
-0.22,0.0,0.03,0.1,0.10499999999999998,-0.06999999999999999,0.0,0.21000000000000002,0.005000000000000001,0.055,0.0,0.175,0.08,36fdce78_1_rand3
-0.12,0.0,0.09,-0.07,0.08499999999999999,-0.05,0.10500000000000001,-0.05,-0.09,0.28,0.0,0.09,-0.01,36fdce78_2
-0.6,-0.11,-0.08,0.0,0.015000000000000003,-0.05,0.10500000000000001,-0.04,-0.075,-0.47,0.0,0.025,0.03,36fdce78_3_rand4
-0.03,0.0,0.09,-0.07,-0.015,-0.07,0.0,0.135,-0.04,-0.25,0.0,0.11,0.01,36fdce78_4
-0.575,-0.07,0.165,-0.12,0.0,0.06,-0.10500000000000001,-0.11499999999999999,-0.185,-0.19,-0.585,0.045,-0.01,36fdce78_5
-0.7,-0.07,0.165,-0.14500000000000002,0.0,0.06,-0.10500000000000001,0.12000000000000001,-0.745,-0.09,-0.585,0.03,-0.02,36fdce78_6_rand3
-0.015,0.0,0.0,0.0,0.030000000000000002,0.0,0.0,0.27,0.055,-0.035,0.0,0.0,0.02,ced84144_0
-0.19,0.0,0.09,0.0,0.030000000000000002,0.0,-0.10500000000000001,0.32499999999999996,0.01,-0.09,0.0,0.035,0.02,ced84144_1
0.7649999999999999,0.15500000000000003,-0.135,-0.05,-0.175,-0.035,0.0,-0.07,0.44999999999999996,-0.04,0.085,0.0,-0.005,ced84144_2
,,,,,,,,,,,,,ced84144_3_rand4
0.8400000000000001,0.15500000000000003,-0.155,-0.02,-0.19,-0.06,0.0,-0.07,-0.25,-0.05,0.54,0.0,0.045,ced84144_4
0.395,0.07,-0.22,0.05,0.035,0.0,0.0,-0.075,0.275,-0.009999999999999995,0.54,0.0,0.05,ced84144_5_rand5
1.15,0.075,0.045000000000000005,-0.05,-0.34,0.0,0.0,0.13,0.095,0.175,0.25,0.0,0.045,ced84144_6
1.6600000000000001,0.145,0.16,-0.125,-0.155,0.07,0.0,0.115,0.45499999999999996,-0.435,0.39,0.0,0.025,ced84144_7
-1.07,-0.08,-0.035,0.0,0.02,0.125,0.0,0.075,-1.25,0.3,0.0,0.0,0.42,ced84144_8
-1.215,-0.08,-0.035,0.0,0.04,0.10500000000000001,0.0,0.02,-1.5299999999999998,0.02,0.0,0.0,0.31,ced84144_9
-1.21,-0.08,-0.035,0.0,0.04,0.10500000000000001,0.10500000000000001,0.10500000000000001,1.145,0.035,0.0,0.0,0.17,ced84144_10_rand5
1.045,0.265,0.38,0.02,0.025,-0.095,0.0,0.29,0.45,0.545,0.38,0.12,0.035,a3f13466_0
0.125,0.0,-0.03,-0.12000000000000001,0.225,-0.08,-0.10500000000000001,0.27999999999999997,0.14,0.0,0.0,0.045,-0.01,1aec5b5f_0
0.28500000000000003,0.08499999999999999,-0.03,-0.02,-0.009999999999999998,-0.08,-0.10500000000000001,0.255,0.11,0.27,0.0,0.035,-0.01,1aec5b5f_1
-2.21,-0.29500000000000004,-0.03,0.05,-0.009999999999999998,-0.08,-0.10500000000000001,0.215,-0.08,-0.01,0.0,-0.01,0.01,1aec5b5f_2_rand1
0.46499999999999997,0.07500000000000001,0.355,0.0,-0.07,-0.20500000000000002,0.0,-0.09000000000000001,0.135,0.24000000000000002,0.64,0.0,-0.145,1aec5b5f_3
-1.0,0.015,0.045,0.0,0.025,0.02,0.0,-0.09,-0.45,-0.255,0.7450000000000001,0.0,0.035,1aec5b5f_4
-2.06,-0.29500000000000004,-0.125,0.17,0.035,0.105,0.0,0.095,0.055,0.305,0.10500000000000001,-0.01,0.0,62e8ff36_0
-0.15999999999999998,-0.125,-0.125,0.2,-0.08,0.115,0.0,0.295,0.11,-0.085,-0.275,-0.04,0.015,62e8ff36_1
0.69,0.6499999999999999,-0.015000000000000001,0.0,-0.14,-0.06,0.10500000000000001,0.08,0.17500000000000002,0.10500000000000001,0.0,0.0,-0.06,62e8ff36_2
-0.265,0.0,-0.025,-0.05,-0.18000000000000002,-0.02,0.0,0.135,0.035,-0.04,0.0,0.07,-0.02,2c9aa698_0
-0.44,-0.08499999999999999,-0.085,-0.07,-0.04,0.02,0.0,-0.05500000000000001,-0.035,0.01,-0.33499999999999996,0.0,0.015,2c9aa698_1
0.16,0.0,0.08499999999999999,0.07,-0.09,-0.08,0.0,0.15,0.02,-0.165,-0.38,0.0,-0.03,2c9aa698_2_rand5
0.015000000000000003,0.0,-0.049999999999999996,0.0,-0.08499999999999999,0.0,0.0,0.36,0.21,0.065,0.0,0.1,0.055,f4135b36_0
-0.025,0.0,0.02,0.0,-0.075,0.02,0.0,0.28500000000000003,0.135,-0.29000000000000004,0.0,0.09,0.055,f4135b36_1_rand3
0.345,0.095,0.015,-0.02,0.010000000000000002,-0.035,0.0,0.185,0.8049999999999999,-0.325,0.0,0.04,0.005,f4135b36_2
-0.275,0.11,-0.03,-0.02,0.035,-0.07,0.0,-0.22999999999999998,0.075,-0.15000000000000002,0.0,0.0,0.0,f4135b36_3
-0.27999999999999997,0.11,-0.07,-0.02,0.019999999999999997,-0.07,0.0,-0.22999999999999998,0.075,-0.13,0.0,0.0,0.0,f4135b36_4_rand1
0.275,0.15,0.020000000000000004,0.07,0.155,-0.035,0.0,0.020000000000000004,1.875,0.54,0.08,0.0,-0.025,f4135b36_5
0.13,0.0,-0.085,0.0,0.0,0.0,0.0,0.04,0.065,0.585,0.0,0.0,-0.01,88001dfe_0
0.175,0.0,-0.085,0.0,-0.034999999999999996,0.0,0.0,-0.30500000000000005,-0.015,0.13,0.0,0.0,0.01,88001dfe_1
0.24,0.0,-0.085,0.0,-0.034999999999999996,0.0,0.0,0.02,0.485,0.13,0.0,0.0,-0.01,88001dfe_2
0.3,0.0,-0.125,-0.18,-0.3,0.06999999999999999,0.0,0.45999999999999996,0.8,-0.10500000000000001,0.0,0.04,0.015,88001dfe_3
0.275,0.0,0.0,-0.05,-0.03,0.3,0.0,0.635,0.20500000000000002,-0.10500000000000001,0.0,0.01,0.015,88001dfe_4
0.255,0.0,0.0,-0.05,-0.03,0.19999999999999998,0.0,0.59,0.20500000000000002,-0.10500000000000001,0.0,0.01,0.015,88001dfe_5
-2.41,-0.14500000000000002,-0.015,0.0,0.08,-0.06,0.0,-0.05,-0.455,-0.25,0.195,0.0,0.03,88001dfe_6
1.245,-0.225,-0.015,0.0,0.08,0.0,0.0,0.125,-0.495,0.19,0.915,0.0,-0.03,88001dfe_7_rand4
-4.07,0.095,0.065,0.0,0.0,0.0,0.0,-0.15,-0.935,0.0,-2.6100000000000003,0.0,0.49,88001dfe_8
0.22,0.0,0.015000000000000003,0.04,-0.025,0.0,0.0,0.225,0.035,-0.115,0.0,-0.015,0.02,c126487c_0
0.33999999999999997,0.0,-0.019999999999999997,-0.01,-0.060000000000000005,-0.095,0.0,0.06,-0.135,-0.13,0.0,-0.015,-0.035,c126487c_1_rand2
0.16999999999999998,0.065,0.0,0.05,-0.2,-0.125,0.0,0.30500000000000005,0.035,-0.08,0.0,0.095,0.02,c126487c_2
-0.295,-0.06,-0.035,0.0,0.22,0.07,0.10500000000000001,-0.08,0.35500000000000004,0.615,0.0,-0.045,-0.06,c126487c_3
-0.22000000000000003,0.0,0.13,-0.175,0.09,0.04,0.0,-0.13,-0.17,0.135,0.0,-0.035,-0.02,d2df6955_0
0.21000000000000002,0.125,0.04000000000000001,0.05,-0.125,-0.06,-0.10500000000000001,-0.11,-0.165,0.9099999999999999,0.015,0.055,0.02,d2df6955_1
0.265,0.125,0.04000000000000001,0.06,-0.03,-0.035,-0.10500000000000001,-0.27,-0.72,0.5700000000000001,0.045,0.045,0.02,d2df6955_2_rand2
-0.22999999999999998,0.0,0.115,-0.07,-0.16499999999999998,0.125,0.0,-0.11000000000000001,-0.005,-0.02,0.0,-0.03,0.01,d2df6955_3
-0.195,0.0,0.115,-0.07,-0.16499999999999998,0.125,0.0,-0.16,0.03,0.155,0.0,-0.03,0.01,d2df6955_4_rand1
-0.135,0.0,0.065,-0.1,-0.05,0.0,0.0,-0.135,-0.095,0.0,0.0,0.0,-0.015,d2df6955_5
-0.09,0.0,0.075,-0.15000000000000002,-0.07500000000000001,0.0,0.0,-0.09,-0.26,-0.21000000000000002,0.0,0.0,0.02,d2df6955_6
,,,,,,,,,,,,,d2df6955_7
0.135,0.14,-0.08,0.02,-0.195,-0.02,0.0,0.18,0.10500000000000001,-0.035,0.0,0.0,-0.01,3d281c96_0
0.07,-0.065,-0.01,-0.02,0.155,0.02,0.0,0.43,0.135,-0.375,0.0,0.04,0.02,69205bc0_0
-0.345,0.05,0.10500000000000001,-0.07,0.265,0.115,0.0,0.015,0.085,-0.02,0.0,-0.005,-0.01,69205bc0_1
0.21000000000000002,0.0,-0.035,-0.05,-0.13,0.06999999999999999,0.0,-0.195,0.060000000000000005,-0.095,0.0,0.0,-0.08,13983ac4_0
0.495,0.16,0.125,0.07,-0.105,0.0,0.0,0.13,0.08,0.49,0.0,0.055,0.04,13983ac4_1
0.030000000000000002,0.0,0.009999999999999998,0.0,-0.06,0.10500000000000001,0.0,0.045000000000000005,0.07,-0.095,0.0,0.0,0.02,13983ac4_2
0.030000000000000002,0.0,0.009999999999999998,0.0,-0.05,0.10500000000000001,0.0,0.045000000000000005,0.065,-0.095,0.0,0.0,0.02,13983ac4_3
-0.26,-0.015,-0.155,-0.125,-0.335,0.0,0.0,0.25,0.33999999999999997,0.655,0.0,0.0,0.03,13983ac4_4
-2.2350000000000003,-0.215,-0.12,0.0,-0.29500000000000004,0.10500000000000001,0.0,0.585,0.295,-0.5700000000000001,0.0,-0.01,0.045,13983ac4_5_rand5
-2.67,-0.35,-0.155,-0.025,-0.265,0.0,0.0,0.135,0.09000000000000001,-0.07500000000000001,0.0,-0.02,0.03,13983ac4_6
4.62,-0.055,-0.155,-0.025,-0.265,0.0,0.0,0.42,0.385,0.0,0.0,0.0,-0.685,13983ac4_7
1.085,-0.21500000000000002,-0.155,0.05,-0.23,0.035,0.0,0.475,0.1,0.275,0.0,0.0,-0.03,13983ac4_8
1.335,-0.21500000000000002,-0.155,0.07,-0.245,0.035,0.0,0.69,0.09,0.095,0.0,0.0,-0.03,13983ac4_9_rand2
0.605,-0.28500000000000003,-0.125,0.06999999999999999,-0.095,0.035,0.0,0.44499999999999995,-0.055,-0.235,0.020000000000000004,0.0,-0.02,13983ac4_10
1.775,-0.07500000000000001,0.015,0.0,0.065,0.10500000000000001,0.0,0.15,0.24,0.045000000000000005,0.0,0.0,-0.5700000000000001,13983ac4_11
1.665,-0.07500000000000001,0.0,0.0,0.08,0.10500000000000001,0.0,0.095,0.16499999999999998,0.065,0.0,0.0,-0.5449999999999999,13983ac4_12
0.0,0.0,0.03,0.05,0.1,0.0,0.0,0.09,0.035,-0.15000000000000002,0.0,0.06,0.055,3acb0b94_0
-0.030000000000000006,0.0,-0.030000000000000002,0.05,0.155,0.0,0.0,0.030000000000000002,0.07,-0.09,0.0,0.08,0.055,3acb0b94_1_rand5
0.675,0.14,0.08499999999999999,0.07,-0.325,-0.02,0.0,0.1,0.17,0.03,0.08,0.025,0.02,3acb0b94_2
-0.785,-0.11,-0.03,0.05,-0.105,-0.14,0.0,-0.025,0.085,-0.225,0.23,0.04,0.09,3acb0b94_3
-0.78,-0.11,-0.03,0.05,-0.04,-0.115,0.0,-0.045,0.05,-0.08,0.23,0.04,0.07,3acb0b94_4_rand1
